----------------------------------------------------------------------------------------------------
 5.73960543	 5.71666579	 301.
 5.60079479	 5.7480864	 302.
 5.51904774	 5.78689738	 303.
 5.50737476	 5.74438044	 304.
 5.52432346	 5.78407131	 305.
 5.49830103	 5.88429684	 306.
 5.56374359	 5.99323797	 307.
 5.56610966	 6.01307926	 308.
 5.57000351	 5.95974165	 309.
 5.5923748	 5.92679268	 310.
 5.57818985	 5.95272372	 311.
 5.53561306	 5.92289123	 312.
 5.57586718	 5.94027651	 313.
 5.52491522	 5.82283877	 314.
 5.51490831	 5.74486044	 315.
 5.52588367	 5.81966741	 316.
 5.51442194	 5.82094309	 317.
 5.51425648	 5.80979278	 318.
 5.51066494	 5.76810222	 319.
 5.47498798	 5.80389927	 320.
 5.51001692	 5.8164264	 321.
 5.51100349	 5.81404098	 322.
 5.51209831	 5.78784785	 323.
 5.50745726	 5.77452049	 324.
 5.49555349	 5.79047991	 325.
 5.51049137	 5.78179235	 326.
 5.50426626	 5.77845695	 327.
 5.50301075	 5.76882087	 328.
 5.4796257	 5.79599696	 329.
 5.51402092	 5.86731755	 330.
 5.55674458	 5.88103565	 331.
 5.5752573	 5.87958281	 332.
 5.57240009	 5.91851744	 333.
 5.57636118	 5.93200643	 334.
 5.53952408	 5.89365876	 335.
 5.5796442	 5.88451944	 336.
 5.5633831	 5.88973632	 337.
 5.56539965	 5.89572427	 338.
 5.57894707	 5.96321938	 339.
 5.60643482	 5.9621902	 340.
 5.60369396	 5.98106061	 341.
 5.53942537	 6.0358163	 342.
 5.54515743	 6.03557712	 343.
 5.54503441	 6.02888075	 344.
 5.55698919	 6.11787691	 345.
 5.5532608	 6.07741286	 346.
 5.49227476	 6.07198406	 347.
 5.5127306	 6.09546414	 348.
 5.51828384	 6.1431121	 349.
 5.58793926	 6.12111028	 350.
 5.55978489	 6.12247088	 351.
 5.5618825	 6.13953967	 352.
 5.58469725	 6.1360626	 353.
 5.58313179	 6.09244046	 354.
 5.51588249	 6.08167081	 355.
 5.49715614	 6.0764948	 356.
 5.49060106	 6.09320853	 357.
 5.51672792	 6.11996769	 358.
 5.55763769	 6.12097851	 359.
 5.56048107	 6.03361366	 360.
----------------------------------------------------------------------------------------------------
 5.8531971	 6.04623678	 361.
 5.92381382	 6.04325022	 362.
 5.90741205	 6.06985974	 363.
 5.96149397	 6.05476793	 364.
 5.97610283	 6.06390148	 365.
 5.96822834	 6.07410388	 1.
 6.00690079	 6.07209939	 2.
 5.98330736	 6.06462207	 3.
 5.96769333	 6.07186873	 4.
 5.98313999	 6.06900412	 5.
 5.96439123	 6.06252861	 6.
 5.97194481	 6.12748035	 7.
 6.07665491	 6.11670857	 8.
 6.01174116	 6.10733464	 9.
 5.96953583	 6.1069338	 10.
 5.96801281	 6.10564109	 11.
 5.96381569	 6.07046055	 12.
 5.96937656	 6.06851818	 13.
 5.96069622	 6.0631571	 14.
 5.97105217	 5.88268151	 15.
 5.65162468	 5.96012867	 16.
 5.86398888	 5.94072373	 17.
 5.75777817	 5.95542278	 18.
 5.82368183	 5.93420613	 19.
 5.7360754	 6.0372502	 20.
 5.87634945	 6.01601081	 21.
 5.84550381	 5.94479214	 22.
 5.74833298	 5.95632948	 23.
 5.8202877	 5.99796835	 24.
 5.62346506	 5.96783762	 25.
 5.82507563	 5.9698067	 26.
 5.83259249	 5.97794862	 27.
 5.82836962	 5.93853834	 28.
 5.76945305	 5.93542316	 29.
 5.74726725	 5.93208602	 30.
 5.71928596	 5.90571601	 31.
 5.6458168	 5.91687569	 32.
 5.65714455	 5.92125665	 33.
 5.64406729	 5.91060692	 34.
 5.66351318	 5.96257627	 35.
 5.80804539	 5.95412606	 36.
 5.82500696	 5.92799212	 37.
 5.6711154	 5.92767241	 38.
 5.68089342	 5.91647157	 39.
 5.65710258	 5.92243596	 40.
 5.65661716	 5.94006598	 41.
 5.76886892	 5.93415318	 42.
 5.7233572	 5.94837436	 43.
 5.77901554	 5.97172092	 44.
 5.8377676	 6.00817416	 45.
