IS_PRICE_OF_PREVIOUS_DAYS_ALLOWED:True
AGGREGATION_OF_PREVIOUS_DAYS_ALLOWED:True
PREDICTION_HORIZON:1
WINDOW_SIZE:1
 321.70043323	 313.92	 1.
 320.43070516	 314.59	 2.
 320.43070516	 279.85	 3.
 320.43070516	 263.63	 4.
 320.43070516	 272.95	 5.
 320.43070516	 285.58	 6.
 320.43070516	 294.88	 7.
 320.43070516	 283.25	 8.
 320.43070516	 288.84	 9.
 320.43070516	 274.07	 10.
 320.43070516	 265.37	 11.
 320.43070516	 267.09	 12.
 320.43070516	 226.98	 13.
 320.43070516	 177.28	 14.
 320.43070516	 210.46	 15.
 320.43070516	 207.22	 16.
 320.43070516	 199.62	 17.
 320.43070516	 209.93	 18.
 320.43070516	 213.98	 19.
 320.43070516	 210.48	 20.
 320.43070516	 225.98	 21.
 320.43070516	 232.66	 22.
 320.43070516	 232.97	 23.
 320.43070516	 247.99	 24.
 320.43070516	 254.51	 25.
 320.43070516	 271.95	 26.
 320.43070516	 262.06	 27.
 320.43070516	 233.21	 28.
 320.43070516	 232.4	 29.
 320.43070516	 226.5	 30.
 320.43070516	 216.91	 31.
 320.43070516	 226.4	 32.
 320.43070516	 237.54	 33.
 320.43070516	 226.96	 34.
 320.43070516	 226.73	 35.
 320.43070516	 216.77	 36.
 320.43070516	 222.48	 37.
 320.43070516	 227.33	 38.
 320.43070516	 222.87	 39.
 320.43070516	 220.17	 40.
 320.43070516	 220.08	 41.
 320.43070516	 219.49	 42.
 320.43070516	 221.85	 43.
 320.43070516	 235.79	 44.
 320.43070516	 257.47	 45.
 320.43070516	 234.33	 46.
 320.43070516	 233.56	 47.
 320.43070516	 243.6	 48.
 320.43070516	 236.21	 49.
 320.43070516	 239.83	 50.
 320.43070516	 243.78	 51.
 320.43070516	 244.26	 52.
 320.43070516	 235.53	 53.
 320.43070516	 238.08	 54.
 320.43070516	 238.76	 55.
 320.43070516	 237.25	 56.
 320.43070516	 236.1	 57.
 320.43070516	 252.51	 58.
 320.43070516	 253.53	 59.
 320.43070516	 258.74	 60.
 249.45246764	 271.35	 61.
 273.02324524	 281.45	 62.
 276.32250079	 271.92	 63.
 273.02324524	 274.86	 64.
 273.02324524	 272.21	 65.
 273.02324524	 275.89	 66.
 273.02324524	 274.48	 67.
 273.02324524	 288.52	 68.
 279.68846746	 290.51	 69.
 279.68846746	 295.83	 70.
 280.80946746	 293.87	 71.
 280.80946746	 284.28	 72.
 279.68846746	 281.36	 73.
 276.32250079	 285.34	 74.
 279.68846746	 290.38	 75.
 279.68846746	 284.46	 76.
 279.68846746	 255.37	 77.
 246.14153907	 259.74	 78.
 249.45246764	 260.84	 79.
 255.86304929	 259.62	 80.
 249.45246764	 267.8	 81.
 259.27934929	 265.94	 82.
 259.27934929	 245.44	 83.
 242.32814463	 246.13	 84.
 243.93733907	 247.65	 85.
 243.93733907	 246.58	 86.
 243.93733907	 252.25	 87.
 246.14153907	 242.02	 88.
 242.32814463	 246.85	 89.
 243.93733907	 243.39	 90.
 242.32814463	 246.55	 91.
 243.93733907	 252.26	 92.
 246.14153907	 253.54	 93.
 246.14153907	 253.12	 94.
 246.14153907	 259.95	 95.
 249.45246764	 254.52	 96.
 246.14153907	 252.8	 97.
 246.14153907	 244.36	 98.
 242.32814463	 243.26	 99.
 242.32814463	 235.22	 100.
 242.32814463	 236.12	 101.
 242.32814463	 235.64	 102.
 242.32814463	 223.41	 103.
 219.34563478	 218.27	 104.
 219.34563478	 223.57	 105.
